UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
160959,"College of the Atlantic"," ","105 Eden Street","Bar Harbor","ME","04609",23, 1,"Darron A. Collins, PhD.","President","2072885015","237032625","NAE4FEA3G9N9","01138500",1,"www.coa.edu/","www.coa.edu/admissions/","www.coa.edu/costs-financial-aid.htm","www.coa.edu/apply.htm","https://coa.studentaidcalculator.com/"," "," ","www.coa.edu/policies/academic-policies/",2,1,2,7,1,1,20,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,2,21,8,3,12,3,8,21,21,21,31,2,1,2,"-2","-2",-2,-2,-2,23009,"Hancock County",2302,-68.221517,44.395258,133,2
160977,"Bates College","Bates","2 Andrews Road","Lewiston","ME","04240",23, 1,"A. Clayton Spencer","President","2077866000","010211781","D77HU977E973","00203600",1,"www.bates.edu/","www.bates.edu/admission/","www.bates.edu/financial-services/","www.bates.edu/admission/apply/","https://npc.collegeboard.org/app/bates","https://www.bates.edu/admission/apply/veteran-applicants/"," ","www.bates.edu/accessible-education/",2,1,2,5,1,2,30,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,2,21,6,0,14,2,11,21,21,21,31,2,2,2,"-2","-2",30340,1,438,23001,"Androscoggin County",2302,-70.203333,44.105299,129,1
160995,"Beal University"," ","99 Farm Road","Bangor","ME","04401",23, 1,"Sheryl DeWalt","President","2079474591","453113313","DBLRMJ55DCM5","00520400",1,"www.beal.edu/","www.beal.edu/","www.beal.edu/"," ","www.beal.edu/consumer-information/"," ","www.beal.edu/","www.beal.edu/",3,1,3,7,1,1,20,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2,3,7,3,0,4,1,1,7,9,10,40,2,1,2,"-2","-2",12620,1,-2,23019,"Penobscot County",2302,-68.785428,44.786465,191,2
161004,"Bowdoin College"," ","255 Maine Street","Brunswick","ME","04011",23, 1,"Clayton Rose","President","2077253000","010215213","JE5WBLZJUME7","00203800",1,"https://www.bowdoin.edu/","https://www.bowdoin.edu/admissions/","https://www.bowdoin.edu/student-aid/","https://www.bowdoin.edu/admissions/apply/","https://bowdoin.studentaidcalculator.com/survey.aspx","https://www.bowdoin.edu/admissions/apply/veterans/"," ","https://www.bowdoin.edu/accessibility/student-accessibility-office/",2,1,2,5,1,2,30,1,2,2,2,2,31,1,"A ",-2,-2,"-2",1,1,1,1,1,2,21,6,0,14,2,11,21,21,21,31,2,2,2,"-2","-2",38860,1,438,23005,"Cumberland County",2301,-69.963942,43.907134,129,1
161022,"Maine College of Health Professions","MCHP","70 Middle Street","Lewiston","ME","04240",23, 1,"Monika Bissell","President","2077952840","010356077","KUFDCRYELNF8","00630500",1,"www.mchp.edu/","www.mchp.edu/admissions/admission-requirements","www.mchp.edu/financial-services"," ","www.mchp.edu/net-price-calculator"," "," ","www.mchp.edu/ada-statement",2,1,2,5,1,2,30,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,3,26,18,0,5,2,6,10,10,9,40,2,1,2,"-2","-2",30340,1,438,23001,"Androscoggin County",2302,-70.217320,44.100458,159,2
161077,"Central Maine Community College","Central Maine Technical College|CMCC|CMTC|CMVTI|CM","1250 Turner Street","Auburn","ME","04210-6498",23, 1,"Betsy Libby, Ed.D.","President","2077555100","010416015","GMBJSA1FBWS3","00527600",1,"https://www.cmcc.edu/","https://www.cmcc.edu/admissions-aid/","https://www.cmcc.edu/admissions-aid/paying-for-college/applying-for-financial-aid/","https://cmconnect.cmcc.edu/ICS/Admissions/Admissions_Home.jnz?portlet=J1_FormFlow_-_Forms&screen=FormView&screenType=change&form=563be50e-349e-438f-b191-e2448e8f2057","https://www.cmcc.edu/npc/npcalc.htm","https://www.cmcc.edu/admissions-aid/paying-for-college/veterans-educational-benefits/","https://www.cmcc.edu/student-right-to-know/","https://www.cmcc.edu/academics/support/disability-services/",4,2,1,3,1,2,40,1,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,4,4,2,0,1,1,2,4,4,2,40,2,2,1,"Maine Community College System","123010",30340,1,438,23001,"Androscoggin County",2302,-70.235498,44.134346,70,2
161086,"Colby College"," ","4000 Mayflower Hill Drive","Waterville","ME","04901-8840",23, 1,"David A. Greene","President","2078594000","010211497","EP1ALCV8VN65|HTDGDE48GHB5","00203900",1,"www.colby.edu/","www.colby.edu/admission/","afa.colby.edu/cost-and-aid/","www.colby.edu/admission/apply/","https://npc.collegeboard.org/app/colby"," ","https://www.colby.edu/institutionalresearch/consumer-information/","life.colby.edu/get-support/access-disability-services/",2,1,2,5,1,2,30,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,2,21,6,0,14,2,11,21,21,21,31,2,2,2,"-2","-2",12300,2,-2,23011,"Kennebec County",2301,-69.663370,44.564211,128,1
161138,"Eastern Maine Community College"," ","354 Hogan Rd","Bangor","ME","04401",23, 1,"Elizabeth Russell","President","2079744600","010416015","NBCZN3ZMNC34","00527700",1,"www.emcc.edu/","https://www.emcc.edu/admissions/","https://www.emcc.edu/admissions/"," ","https://www.emcc.edu/wp-content/uploads/2021/09/index-3.html","https://www.emcc.edu/admissions/paying-for-college/financial-aid/va-education-benefits/"," ","www.emcc.edu/student-life/resources/disability-services/",4,2,1,3,1,2,40,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,4,8,3,0,1,1,2,8,9,2,40,2,2,1,"Maine Community College System","123010",12620,1,-2,23019,"Penobscot County",2302,-68.744450,44.826048,82,2
161192,"Kennebec Valley Community College"," ","92 Western Ave","Fairfield","ME","04937-1367",23, 1,"Karen Normandin","President","2074535000","010416015","LFEAJ9P535F8","00982600",1,"www.kvcc.me.edu/","www.kvcc.me.edu/Pages/Admissions/Admissions-Home","www.kvcc.me.edu/Pages/Financial-Aid/Financial-Aid-Home","www.kvcc.me.edu/Pages/Admissions/Apply-To-KVCC","https://my.kvcc.me.edu/ICS/Finances/Finances_Homepage.jnz?portlet=Net_Price_Calculator","https://www.kvcc.me.edu/admissions-financial-aid/tuition-aid/veterans-benefits/","https://www.kvcc.me.edu/student-right-to-know/","https://www.kvcc.me.edu/student-services/resources/disability-services/",4,2,1,3,1,2,40,1,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,4,8,3,0,1,1,2,8,6,2,40,2,2,1,"Maine Community College System","123010",-2,-2,-2,23025,"Somerset County",2302,-69.611570,44.594149,82,2
161208,"The Landing School","The Landing School of Boatbuilding & Design","286 River Rd","Arundel","ME","04046",23, 1,"Sean Fawcett","President","2079857976","010355980","MWNCHDVCN4V8","02361300",1,"www.landingschool.edu/","www.landingschool.edu/","www.landingschool.edu/","www.landingschool.edu/","https://www.landingschool.edu/net-price-calculator"," "," ","www.landingschool.edu/",5,2,2,3,1,2,40,1,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,4,11,4,0,4,1,1,11,11,-2,-2,2,1,2,"-2","-2",38860,1,438,23031,"York County",2301,-70.503619,43.380492,180,2
161217,"University of Maine at Augusta","UMA|UMA-Bangor|University of Maine at Augusta - Bangor","46 University Dr","Augusta","ME","04330-9410",23, 1,"Joseph S Szakas","Interim President & VP of Academic Affairs/Provost","2076213000","016000769","LNTCK2QJAA64","00676000",1,"www.uma.edu/","www.uma.edu/admission/","https://www.uma.edu/financial/aid/","www.uma.edu/admission/apply/","www.uma.edu/financial/costs/net-cost-calculator/"," "," ","www.uma.edu/academics/student-support/student-development/disability-services/",1,1,1,7,1,1,20,1,2,2,2,2,32,1,"A ",-2,-2,"-2",1,1,1,1,1,2,22,12,0,5,3,9,22,22,23,33,2,2,1,"University of Maine System","123020",12300,2,-2,23011,"Kennebec County",2301,-69.796396,44.337746,134,1
161226,"University of Maine at Farmington","UMF","224 Main St.","Farmington","ME","04938-9978",23, 1,"Joseph McDonnell","Interim President","2077787000","016000769","CZLNU8FDYB55","00204000",1,"https://www.umf.maine.edu/","https://www.umf.maine.edu/admissions-aid/","www.umf.maine.edu/admissions-aid/scholarships-aid/","https://www.umf.maine.edu/admissions-aid/","https://www.umf.maine.edu/admissions-aid/umf-net-price-calculator/","www.umf.maine.edu/merrillcenter/home/veteran-services/"," ","www.umf.maine.edu/learnassist/home/disability-services-in-the-learning-assistance-center/",1,1,1,7,1,1,20,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,2,22,16,1,10,3,11,22,22,22,32,2,2,1,"University of Maine System","123020",-2,-2,-2,23007,"Franklin County",2302,-70.147121,44.666911,135,1
161235,"University of Maine at Fort Kent","UMFK","23 University Drive","Fort Kent","ME","04743-1292",23, 1,"Deborah Hedeen","President and Provost","207834750020783","016000769"," ","00204100",1,"www.umfk.maine.edu/","www.umfk.maine.edu/admissions/","https://www.umfk.maine.edu/admissions/financialaid/basics/","www.umfk.maine.edu/admissions/apply/","https://www.umfk.maine.edu/admissions/financialaid/basics/","www.umfk.edu/admissions/military/","https://www.umfk.edu/consumer-info/","https://www.umfk.edu/learning-center/offices/student-success/student-accessibility-services/",1,1,1,7,1,1,20,1,2,2,2,2,43,1,"A ",-2,-2,"-2",1,1,1,1,1,2,22,18,0,7,2,7,22,22,22,32,2,2,1,"University of Maine System","123020",-2,-2,-2,23003,"Aroostook County",2302,-68.589319,47.250389,135,1
161253,"University of Maine"," ","168 College Avenue","Orono","ME","04469",23, 1,"Dr. Joan Ferrini-Mundy","President","2075811865","016000769","PB3AJE5ZEJ59","00205300",1,"www.umaine.edu/","www.go.umaine.edu/","www.umaine.edu/stuaid/","go.umaine.edu/apply/","https://go.umaine.edu/netpricecalculator/","umaine.edu/bursar/tuition-and-fees/","goblackbears.com/documents/2019/10/31//GSR_2.pdf?id=10413","umaine.edu/disability/",1,1,1,9,1,1,12,1,2,2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,1,2,15,17,15,10,4,13,16,16,16,15,1,4,1,"University of Maine System","123020",12620,1,-2,23019,"Penobscot County",2302,-68.669332,44.899257,92,1
161280,"University of Maine-System Central Office"," ","15 Estabrooke Drive","Orono","ME","04469",23, 1,"Dannell Malloy","Chancellor","2079733205","016000769"," ","00801200",2,"www.maine.edu/"," "," "," ","www.maine.edu/students/financial-aid/net-price-calculators/","www.maine.edu/students/veterans-military/"," "," ",0,1,1,9,1,1,11,1,2,-2,-2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,"University of Maine System","123020",12620,1,-2,23019,"Penobscot County",2302,-68.669880,44.896388,-2,-2
161299,"Maine Maritime Academy"," ","1 Pleasant Street","Castine","ME","04420-0001",23, 1,"Jerald Paul","President","8004646565","016000724","RNDNN4KZ3NH7","00204400",1,"https://mainemaritime.edu/","https://mainemaritime.edu/admissions","https://mainemaritime.edu/admissions/undergraduate-admissions/financial-aid","https://mainemaritime.edu/admissions/undergraduate-admissions/applicant-information/","https://npc.collegeboard.org/student/app/mainemaritime","https://mainemaritime.edu/admissions/undergraduate-admissions/veterans"," ","https://mainemaritime.edu/support-services/accessibility-services",1,1,1,7,1,1,20,1,2,2,2,2,42,1,"A ",-2,-2,"-2",1,1,1,1,1,2,22,18,2,10,3,8,22,22,22,59,2,1,2,"-2","-2",-2,-2,-2,23009,"Hancock County",2302,-68.804347,44.389654,135,1
161341,"University of Maine at Presque Isle","UMPI","181 Main St","Presque Isle","ME","04769-2888",23, 1,"Raymond Rice","President","2077689400","016000769","DAJVFC925H16","00203300",1,"www.umpi.edu/","www.umpi.edu/admissions/","www.umpi.edu/offices/student-financial-services/","https://beech.unet.maine.edu/eapp/pls/eaMenu.logon_index_page","www.umpi.edu/app/tuition-fees-estimator/","www.umpi.edu/admissions/veterans"," ","www.umpi.edu/offices/student-support-services/disability-services/",1,1,1,7,1,1,20,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,2,22,15,0,7,2,7,22,22,22,31,2,2,1,"University of Maine System","123020",-2,-2,-2,23003,"Aroostook County",2302,-68.016343,46.672285,135,1
161457,"University of New England"," ","11 Hills Beach Rd","Biddeford","ME","04005-9599",23, 1,"Dr. James Herbert","President","2072830171","010211810","HVE6K4YS3B51","00205000",1,"https://www.une.edu/","https://www.une.edu/admissions/","https://www.une.edu/sfs","https://www.une.edu/admissions/undergrad/how-to-apply","https://www.une.edu/sfs/undergraduate/costs","https://www.une.edu/veteran-education-benefits"," ","https://www.une.edu/student-access-center",2,1,2,9,1,1,11,1,2,1,1,2,22,1,"A ",-2,-2,"-2",1,1,1,1,1,2,16,16,12,10,6,14,16,18,18,22,2,3,2,"-2","-2",38860,1,438,23031,"York County",2301,-70.385350,43.458591,97,2
161484,"Northern Maine Community College"," ","33 Edgemont Dr","Presque Isle","ME","04769-2016",23, 1,"Timothy D. Crowley","President","2077682700","010416015","QGK6NDM2H596","00576000",1,"www.nmcc.edu/","www.nmcc.edu/admissions-financial-aid/admissions/overview/","www.nmcc.edu/admissions-financial-aid/admissions/overview/","www.nmcc.edu/admissions-financial-aid/admissions/overview/","www2.nmcc.edu/npc/"," "," ","www.nmcc.edu/academics/support/student-services/disabilities/",4,2,1,3,1,2,40,1,2,-2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,4,8,3,0,2,1,1,8,8,1,40,2,1,1,"Maine Community College System","123010",-2,-2,-2,23003,"Aroostook County",2302,-68.034796,46.694668,82,2
161493,"Empire Beauty School-Maine"," ","319 Marginal Way","Portland","ME","04101",23, 1,"Franklin K. Schoeneman","Chairman/CEO","8009204593","208939053","KL7FB9MDN5Z1","00945900",1,"www.empire.edu/","www.empire.edu/","www.empire.edu/","www.empire.edu/apply-now","www.empire.edu/net-price-calculator"," "," ","www.empire.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"EEG Inc.","301640",38860,1,438,23005,"Cumberland County",2301,-70.258154,43.667885,22,2
161509,"Maine College of Art & Design","MECA&D „  Meca „ Portland School of Art","522 Congress St.","Portland","ME","04101-3494",23, 1,"Laura Freid","President","2076695521","010378758","N2JCYDNP7KZ8","01167300",1,"www.meca.edu/","www.meca.edu/admissions","www.meca.edu/financial-aid","https://www.meca.edu/admissions/apply-to-meca/","www.meca.edu/financial-aid","www.benefits.va.gov/GIBILL/yellow_ribbon/yrp_list_2014.asp"," ","www.meca.edu/student-life/disability-services/",2,1,2,7,1,1,20,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,2,30,13,8,12,4,8,30,30,30,56,2,1,2,"-2","-2",38860,1,438,23005,"Cumberland County",2301,-70.261015,43.655743,168,2
161518,"Saint Joseph's College of Maine","Saint Joseph's College","278 Whites Bridge Rd","Standish","ME","04084-5263",23, 1,"James S. Dlugos, Ph.D.","President","2078926766","010212542","N1WUMCWFFFB3","00205100",1,"www.sjcme.edu/","www.sjcme.edu/admissions","www.sjcme.edu/admissions/financial-aid","www.commonapp.org/","https://www.sjcme.edu/admissions/oncampus/costs-and-billing/calculators/","www.sjcme.edu/admissions/online/applying-to-sjc/military-veterans/"," ","https://sjcme.edu/academics/student-resources/ada-accommodations/oncampus/",2,1,2,8,1,1,20,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,2,18,16,11,8,4,10,18,18,19,22,2,2,2,"-2","-2",38860,1,438,23005,"Cumberland County",2301,-70.483373,43.826314,113,1
161527,"Spa Tech Institute-Westbrook"," ","100 Larrabee Road","Westbrook","ME","04092",23, 1,"Kris Stecker","President","2075914141","010340586","GZ91DD4B1JC5","02104400",1,"www.spatech.edu/"," "," "," ","www.spatech.edu/consumer-information","www.spatech.edu/military-benefits"," ","www.spatech.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,22,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Career Management Systems","300870",38860,1,438,23005,"Cumberland County",2301,-70.335331,43.676590,21,2
161545,"Southern Maine Community College","SMCC","2 Fort Road","South Portland","ME","04106-1698",23, 1,"Joseph L. Cassidy, Esq.","President","2077415500","010416015","NN6HFKQY4355","00552500",1,"https://www.smccme.edu/","https://www.smccme.edu/admissions-aid/admission-office/","https://www.smccme.edu/admissions-aid/financial-aid/","https://www.smccme.edu/admissions-aid/apply/","https://www.smccme.edu/about/consumer-info/net-price-calculator/"," "," ","www.smccme.edu/academics/resources/disability/",4,2,1,3,1,2,40,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,4,5,2,0,1,1,3,5,4,2,40,2,3,1,"Maine Community College System","123010",38860,1,438,23005,"Cumberland County",2301,-70.229182,43.646649,71,1
161554,"University of Southern Maine"," ","96 Falmouth St","Portland","ME","04103",23, 1,"Dr. Jacqueline Edmondson","President","2077804141","016000769","DMLZJTD7WJ94","00205400",1,"www.usm.maine.edu/","www.usm.maine.edu/admission","usm.maine.edu/student-financial-services","https://usm.maine.edu/apply","usm.maine.edu/student-financial-services/net-price-calculator","usm.maine.edu/veterans/educational-benefits"," ","usm.maine.edu/dsc",1,1,1,9,1,1,11,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,2,18,13,18,7,4,12,18,18,18,21,2,3,1,"University of Maine System","123020",38860,1,438,23005,"Cumberland County",2301,-70.274247,43.662863,106,1
161563,"Thomas College"," ","180 W River Rd","Waterville","ME","04901-5097",23, 1,"Laurie G. Lachance","President","2078591111","010263385","HGJBEEKLB553","00205200",1,"www.thomas.edu/","https://www.thomas.edu/admissions-aid/","https://www.thomas.edu/admissions-aid/financial-aid/","https://apply.thomas.edu/portal/UG","https://www.thomas.edu/admissions-aid/tuition-fees/net-price-calculator/","https://www.thomas.edu/admissions-aid/financial-aid/veterans/"," ","https://www.thomas.edu/consumer-information/service-for-students-with-disabilities/",2,1,2,7,1,1,20,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,2,20,16,7,10,3,8,20,20,22,55,2,2,2,"-2","-2",12300,2,-2,23011,"Kennebec County",2301,-69.664734,44.524909,124,2
161572,"Unity College"," ","70 Farm View Drive, Suite 200","New Gloucester","ME","04260",23, 1,"Dr. Melik Peter Khoury","President","2075097100","010275130","DC1NWL94SQY5","00685800",1,"https://unity.edu/","https://unity.edu/distance-education/admissions-costs-aid/","https://unity.edu/distance-education/admissions-costs-aid/distance-education-financial-aid/","https://unity.edu/apply-to-unity-college/","https://unity.edu/sites/default/files/net-price-hybrid/","https://unity.edu/military/","https://unity.edu/student-right-to-know-act/","https://unity.edu/distance-education/academic-and-career-support/ada-accommodations/",2,1,2,7,1,1,20,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,3,2,20,16,8,11,4,9,22,22,22,32,2,2,2,"-2","-2",38860,1,438,23005,"Cumberland County",2301,-70.257277,43.905745,123,1
161581,"Washington County Community College"," ","One College Drive","Calais","ME","04619",23, 1,"Susan L. Mingo","President","2074541000","010416015","CJMLME2LNS96","00923100",1,"www.wccc.me.edu/","www.wccc.me.edu/admissions-aid/","www.wccc.me.edu/admissions-aid/finances/financial-aid/","portal.wccc.me.edu/ICS/Admissions/Admissions_Homepage.jnz?portlet=Apply_Online_2.0&screen=Begin%2f%2f85c45e50-a9d2-4846-be74-735a40213174&scree","www.wccc.me.edu/npcalc/npcalc.htm","www.wccc.me.edu/admissions-aid/admissions/veterans/"," ","www.wccc.me.edu/academics/support/academic-support-2/academic-support/",4,2,1,3,1,2,40,1,2,-2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1,4,7,3,0,2,1,1,7,8,1,40,2,1,1,"Maine Community College System","123010",-2,-2,-2,23029,"Washington County",2302,-67.243306,45.165537,78,2
161688,"Allegany College of Maryland"," ","12401 Willowbrook Rd SE","Cumberland","MD","21502-2596",24, 2,"Cynthia Bambara","President","3017845000","520846757","MKD1CGLW3BY7","00205700",1,"www.allegany.edu/","www.allegany.edu/admissions/","www.allegany.edu/finaid/","https://services.allegany.edu/admissions/application.shtml","services.allegany.edu/netprice/","www.allegany.edu/x492.xml"," ","https://www.allegany.edu/academic-access-and-disability-resources/index.html",4,2,1,3,1,2,40,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,4,7,3,0,1,1,2,7,4,2,40,2,2,2,"-2","-2",19060,1,-2,24001,"Allegany County",2406,-78.730398,39.652152,78,1
161767,"Anne Arundel Community College","AACC","101 College Pky","Arnold","MD","21012-1895",24, 2,"Dawn S. Lindsay","President","4107772222","520905706","CYN8HKRHAQF9","00205800",1,"www.aacc.edu/","www.aacc.edu/about/administrative-offices/admissions/","www.aacc.edu/about/administrative-offices/financial-aid/","https://www.aacc.edu/apply-and-register/","webapps.aacc.edu/sp/NetPriceCal/npcalc.htm","www.aacc.edu/costs-and-paying/credit-costs-and-payment/financial-aid-and-scholarships/military-and-veterans-benefits/","www.aacc.edu/media/college/policies/StudentRight-ToKnow.pdf","www.aacc.edu/resources/disability-support-services/",4,2,1,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,4,5,2,0,1,1,4,1,2,4,40,2,4,2,"-2","-2",12580,1,548,24003,"Anne Arundel County",2404,-76.512223,39.049813,71,1
161800,"Award Beauty School"," ","26 E Antietam St","Hagerstown","MD","21740-5610",24, 2,"John Bilney","School Director","301459250913","800029361","T2BVSE758NK1","00826300",1,"www.awardbeautyschool.com/","www.awardbeautyschool.com/","www.awardbeautyschool.com/","www.awardbeautyschool.com/","www.awardbeautyschool.co/misc/netprice/index.html","www.awardbeautyschool.com/"," ","www.awardbeautyschool.com/",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",25180,1,548,24043,"Washington County",2406,-77.720283,39.640443,36,2
161855,"Baltimore Studio of Hair Design","Baltimore Studio of Hair Design School of Cosmetology","318 N Howard St","Baltimore","MD","21201-3444",24, 2,"Maxine Sisserman","Administrator","4105391935","520989949","UWKACHNV3KH6","02494700",1,"www.baltimorestudio.com/","www.baltimorestudio.com/","www.baltimorestudio.com/","www.baltimorestudio.com/","baltimorestudio.com/Netprice1.html/npcalc.htm.html"," "," ","www.baltimorestudio.com/",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",12580,1,548,24510,"Baltimore City",2407,-76.620008,39.293371,42,2
161864,"Baltimore City Community College"," ","2901 Liberty Heights Avenue","Baltimore","MD","21215-7893",24, 2,"Dr. Debra L. McCurdy","President","4104628300","526002033","TFZHD2BTDF42","00206100",1,"www.bccc.edu/","www.bccc.edu/admissions","www.bccc.edu/financialaid","https://bccc.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply","https://www.bccc.edu/cms/lib/MD02000050/Centricity/domain/1112/net price calculator/Net Price Calculator.html","www.bccc.edu/Page/4585"," ","https://www.bccc.edu/Page/2524",4,2,1,3,1,2,40,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,4,4,2,0,1,1,3,4,2,7,40,2,2,2,"-2","-2",12580,1,548,24510,"Baltimore City",2407,-76.662878,39.319978,70,2
161873,"University of Baltimore","UBalt","Charles at Mount Royal","Baltimore","MD","21201-5720",24, 2,"Kurt L. Schmoke","President","4108374200","526002033","K8YZD49K8PK3","00210200",1,"www.ubalt.edu/","www.ubalt.edu/template.cfm?page=55","www.ubalt.edu/template.cfm?page=68","https://www.ubalt.edu/admission/apply-now/","www.ubalt.edu/admission/financial-aid/aid-basics/policies/net-price.cfm","ubalt.edu/about-ub/offices-and-services/bursar/military-ta-waivers-and-third-party-billing.cfm"," ","www.ubalt.edu/campus-life/disability-access-services/",1,1,1,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,2,18,16,18,5,6,9,18,18,18,21,2,2,1,"University System of Maryland","124010",12580,1,548,24510,"Baltimore City",2407,-76.616591,39.305834,108,1
162007,"Bowie State University"," ","14000 Jericho Park Rd","Bowie","MD","20715-9465",24, 2,"Aminta H Breaux","President","3018604000","526002033","E8EUZJGVBEK6","00206200",1,"www.bowiestate.edu/","https://www.bowiestate.edu/admissions-and-aid/","www.bowiestate.edu/admissions-and-aid/financial-aid/","https://www.bowiestate.edu/admissions-and-aid/apply-online.php","npc.collegeboard.org/app/bowiestate","bowiestate.edu/about/administration-and-governance/division-of-enrollment-management/registrars-office/veteran-enrollment.php","bsubulldogs.com/sports/2008/7/2/compliance.aspx","https://www.bowiestate.edu/academics/support-services/disability-support-services/",1,1,1,9,1,1,12,1,1,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,2,18,16,18,11,4,13,18,18,17,21,2,3,1,"University System of Maryland","124010",47900,1,548,24033,"Prince George's County",2405,-76.759721,39.018185,107,1
162061,"Capitol Technology University"," ","11301 Springfield Rd","Laurel","MD","20708",24, 2,"Bradford","Sims","3013692800","520805606","YPJCAUX4L6X1","00143600",1,"www.captechu.edu/","https://mycapitol.captechu.edu/ICS/Admissions/Home.jnz","https://mycapitol.captechu.edu/ICS/College_Offices/Financial_Aid_Office/","https://mycapitol.captechu.edu/ICS/Admissions/Home.jnz","https://mycapitol.captechu.edu/ICS/College_Offices/Financial_Aid_Office/Net_Price_Calculator.jnz","https://www.captechu.edu/admissions/military-and-veterans"," ","https://www.captechu.edu/current-students/student-services/disability-support-services",2,1,2,9,1,1,12,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,2,17,20,18,11,5,8,28,27,27,54,2,1,2,"-2","-2",47900,1,548,24033,"Prince George's County",2405,-76.850231,39.046673,102,1
162104,"Cecil College"," ","One Seahawk Drive","North East","MD","21901-1900",24, 2,"Dr. Mary Way Bolt","President","4102871000","520908863","XQP2Y43L4BT5","00830800",1,"www.cecil.edu/","www.cecil.edu/Admissions-and-Aid/Pages/default.aspx","https://www.cecil.edu/admissions-aid/paying-for-college/financial-aid","www.cecil.edu/Admissions-and-Aid/How-to-Apply/Pages/default.aspx","https://www.cecil.edu/wp-content/documents/net-price-calculator/npcalc.htm","www.cecil.edu/Student-Services/Support-Services/Veteran-Resources/Pages/default.aspx"," ","www.cecil.edu/Student-Services/Support-Services/Disability-Services/Pages/default.aspx",4,2,1,3,1,2,40,1,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,4,4,2,0,1,1,2,1,1,4,40,2,2,2,"-2","-2",37980,1,428,24015,"Cecil County",2401,-75.955949,39.642225,70,2
